 TRIP_DISTANCE,TEL_TRIPSTART,Trip Start time in mins, TEL_STARTODO, TEL_TRIPEND,Trip End time in mins,Difference of trip times, TEL_ENDODO, TEL_SOC_START, TEL_SOC_END,Percent Lost SOC, TEL_AVG_VELOCITY, AC_ON_DURATION, HEADLAMP_ON_DURATION, CHARGE_START, CHARGE_END, CHARGE_AMOUNT (Wh), FULLCHARGEFLAG, FULLCHARGE_KMSPAN, FULLCHARGE_EFFICIENCY, FULLCHARGE_AMOUNT, VEHICLE_ID, START_BAT_ACTUAL, END_BAT_ACTUAL
14,15:59.6,0016,17062,39:44.6,0039,23,17077,80,67,13,37.5,0,0,43:00.0,48:00.0,5579,1,30,185.966667,5579,16,13,11
8,21:54.7,0021,8622,39:21.7,0039,18,8631,25,17,8,30,0,0,42:00.0,21:00.0,12892,1,82,157.219512,12892,20,3,1
5,22:26.3,0022,7081,33:15.4,0033,11,7086,94,90,4,27.27,0,0,33:00.0,31:00.0,2134,1,6,355.666667,2134,9,16,15
11,21:19.3,0021,7923,54:56.3,0054,33,7934,82,73,9,20,31.58,0,55:00.0,23:00.0,4699,1,21,223.761905,4699,9,14,12
6,04:44.7,0004,21565,18:08.8,0018,14,21571,42,33,9,25.71,0,0,00:00.0,00:00.0,10579,1,58,182.396552,10579,13,7,4
19,21:39.1,0021,16530,49:47.2,0049,28,16550,98,77,21,42.86,0,24.03,50:00.0,20:00.0,1423,0,,,,14,16,13
8,00:54.0,0000,9300,17:52.0,0017,17,9308,59,50,9,28.24,0,13.9,00:00.0,30:00.0,8451,1,52,162.519231,8451,12,9,7
6,20:31.2,0020,16550,33:15.2,0033,13,16556,85,77,8,27.69,0,10.33,21:00.0,45:00.0,8000,0,,,,14,14,13
39,35:33.0,0035,17033,44:43.1,0044,9,17073,96,52,44,34.78,0,33,47:00.0,38:00.0,7712,1,40,192.8,7712,11,16,8
67,35:57.7,0035,11594,37:20.8,0037,2,11661,81,20,61,64.84,0,0,38:00.0,17:00.0,12862,1,81,158.790123,12862,10,14,2
12,29:34.6,0029,8544,56:48.6,0056,27,8557,97,84,13,28.89,27.23,0,57:00.0,24:00.0,3180,1,13,244.615385,3180,24,16,14
2,19:15.6,0019,8558,23:15.6,0023,4,8560,100,98,2,30,4,0,24:00.0,44:00.0,710,1,2,355,710,24,16,16
25,02:57.9,0002,17792,13:02.0,0013,11,17832,97,52,45,33.8,0,0,14:00.0,00:00.0,7693,1,40,192.325,7693,11,16,8
62,05:57.3,0005,13159,58:15.4,0058,53,13223,97,17,80,72.45,0,47.17,04:00.0,00:00.0,9899,1,64,154.671875,9899,6,16,0
2,01:19.2,0001,1847,15:05.2,0015,14,1850,55,50,5,12.86,5,6.75,10:00.0,40:00.0,9259,1,52,178.057692,9259,8,7,-1
64,07:37.6,0007,6019,50:46.7,0050,43,6081,103,19,84,86.51,36.55,43.15,55:00.0,45:00.0,27112,1,65,417.107692,27112,6,16,1
81,31:14.2,0031,5529,42:04.3,0042,11,5609,109,27,82,67.61,58.32,0,47:00.0,30:00.0,16256,1,83,195.855422,16256,10,16,2
10,43:58.1,0043,10454,55:42.3,0055,12,10465,53,37,16,9.17,69.84,0,01:00.0,59:00.0,14241,1,51,279.235294,14241,14,8,5
3,10:56.9,0010,18791,47:18.0,0047,37,18836,86,37,49,72.97,29.27,0,47:00.0,06:00.0,3727,0,,,,17,15,5
26,44:59.7,0045,19135,50:14.8,0050,5,19162,70,38,32,24.55,0,0,00:00.0,40:00.0,9513,1,53,179.490566,9513,13,13,5
36,25:15.5,0025,21468,47:57.6,0047,22,21508,97,44,53,29.27,7.72,0,49:00.0,58:00.0,8779,1,40,219.475,8779,11,16,6
4,01:11.2,0001,3956,10:25.2,0010,9,3960,78,72,6,26.67,0,0,14:00.0,51:00.0,5058,1,23,219.913043,5058,21,14,12
6,11:48.0,0011,14377,21:48.0,0021,10,14383,92,85,7,36,0,0,20:00.0,50:00.0,2964,1,6,494,2964,19,16,14
14,30:55.9,0030,17089,55:53.9,0055,25,17104,84,68,16,36,0,0,57:00.0,56:00.0,5044,1,27,186.814815,5044,16,14,-1
26,29:00.0,0029,11521,34:03.1,0034,5,11551,96,68,28,27.69,11.8,0,29:00.0,14:00.0,4858,1,30,161.933333,4858,15,16,-1
11,07:23.2,0007,14401,23:12.2,0023,16,14412,82,72,10,41.25,0,0,20:00.0,40:00.0,774,0,,,,19,14,12
4,38:57.1,0038,9142,47:39.1,0047,9,9146,35,31,4,26.67,0,0,03:00.0,41:00.0,4625,0,,,,15,5,4
3,37:19.5,0037,13287,49:15.5,0049,12,13291,25,19,6,20,0,0,40:00.0,20:00.0,13938,1,68,204.970588,13938,6,3,2
2,23:39.2,0023,8358,28:14.2,0028,5,8359,85,83,2,12,4.58,0,10:00.0,40:00.0,3434,1,9,381.555556,3434,6,15,14
9,02:15.1,0002,4271,18:02.1,0018,16,4281,35,25,10,37.5,15.78,0,20:00.0,30:00.0,13514,1,83,162.819277,13514,10,4,2
67,40:42.6,0040,5264,46:32.7,0046,6,5330,93,25,68,60,65.84,0,57:00.0,20:00.0,1450,1,81,17.901235,1450,10,15,2
30,11:40.0,0011,4999,51:25.1,0051,40,5028,78,54,24,43.5,39.75,0,57:00.0,54:00.0,12194,0,,,,24,13,7
80,26:38.7,0026,5331,35:30.9,0035,9,5410,105,28,77,68.7,43.83,0,00:00.0,50:00.0,12744,1,80,159.3,12744,10,16,3
5,27:37.0,0027,1749,47:02.0,0047,20,1756,51,43,8,21,0,0,50:00.0,20:00.0,4196,0,,,,8,7,5
5,39:48.8,0039,20415,59:40.8,0059,20,20421,70,64,6,18,0,0,00:00.0,00:00.0,5360,1,27,198.518519,5360,13,12,11
38,27:57.2,0027,22358,44:20.3,0044,17,22398,103,51,52,31.17,26.65,59.04,50:00.0,00:00.0,7768,1,40,194.2,7768,11,16,-1
5,37:27.3,0037,14204,40:33.3,0040,3,14207,62,60,2,60,0,3.1,00:00.0,30:00.0,6498,1,33,196.909091,6498,19,10,9
41,37:18.7,0037,22727,45:59.9,0046,9,22771,102,44,58,38.82,0,0,46:00.0,34:00.0,9749,1,44,221.568182,9749,11,16,6
1,49:25.9,0049,15258,56:03.9,0056,7,15259,65,64,1,8.57,0,0,59:00.0,56:00.0,5435,1,34,159.852941,5435,24,10,10
18,14:51.1,0014,16101,38:26.1,0038,24,16120,79,62,17,47.5,0,0,38:00.0,29:00.0,5923,1,37,160.081081,5923,10,13,-1
14,25:27.7,0025,16652,50:15.9,0050,25,16724,97,26,71,50.82,0,83.2,00:00.0,30:00.0,11574,1,72,160.75,11574,17,16,3
18,42:26.6,0042,10057,58:43.6,0058,16,10064,39,30,9,26.25,1.02,16.28,59:00.0,49:00.0,10427,0,,,,23,8,4
42,14:37.9,0014,22775,55:47.1,0055,41,22819,95,27,68,26.14,9.1,96.12,50:00.0,20:00.0,12437,1,44,282.659091,12437,11,16,3
5,24:23.7,0024,8139,40:22.7,0040,16,8145,87,82,5,22.5,0,0,35:00.0,38:00.0,2686,1,14,191.857143,2686,9,15,14
34,00:24.1,0000,8628,40:46.2,0040,40,8662,84,52,32,51,1.02,0,10:00.0,50:00.0,6761,0,,,,8,14,8
16,05:37.6,0005,11495,49:55.7,0049,44,11511,81,61,20,21.82,44.3,0,50:00.0,12:00.0,6569,1,33,199.060606,6569,14,14,-1
5,02:42.7,0002,7818,10:54.7,0010,8,7820,16,14,2,15,0,0,30:00.0,20:00.0,15680,1,76,222.065789,16877,15,1,1
39,43:28.1,0043,15606,43:25.2,0043,0,15646,103,58,45,40,55.88,55.88,00:00.0,40:00.0,6955,1,40,173.875,6955,11,16,9
11,14:58.7,0014,14679,38:33.7,0038,24,14690,61,50,11,27.5,0,18.93,40:00.0,30:00.0,7882,1,47,167.702128,7882,13,9,7
1,47:51.5,0047,10816,52:28.5,0052,5,10818,83,80,3,24,0,0,50:00.0,30:00.0,3556,1,14,254,3556,6,15,-1
10,02:48.0,0002,17863,16:40.1,0016,14,17874,60,45,15,47.14,0,12.05,00:00.0,20:00.0,8398,1,42,199.952381,8398,11,9,6
80,34:45.3,0034,5610,42:37.4,0042,8,5690,106,19,87,70.59,67.87,0,10:00.0,20:00.0,14011,1,81,172.975309,14011,10,16,1
12,31:34.3,0031,1864,46:36.3,0046,15,1876,87,73,14,48,0,0,10:00.0,10:00.0,5335,1,26,205.192308,5335,8,14,11
5,05:39.6,0005,13724,59:52.7,0059,54,13763,105,57,48,43.33,46.5,24.62,00:00.0,50:00.0,7691,1,39,197.205128,7691,11,10,9
24,20:35.4,0020,2510,58:58.5,0058,38,2535,55,26,29,39.47,0,36.35,10:00.0,50:00.0,12782,1,78,194.346154,15159,8,8,3
8,07:22.2,0007,5566,23:47.2,0023,16,5574,56,49,7,30,12.3,14.9,20:00.0,20:00.0,8261,1,40,206.525,8261,22,9,7
14,17:41.8,0017,7126,40:49.8,0040,23,7140,20,8,12,36.52,18,21.1,40:00.0,40:00.0,16282,1,92,176.978261,16282,24,2,0
38,13:03.7,0013,13763,34:25.8,0034,21,13804,104,60,44,30.37,0,0,40:00.0,05:00.0,8752,1,41,213.463415,8752,11,16,9
2,11:59.2,0011,6938,18:39.2,0018,7,6941,13,9,4,25.71,0,0,20:00.0,20:00.0,15819,1,79,200.240506,15819,15,0,0
38,32:45.6,0032,21508,43:42.7,0043,11,21548,98,51,47,33.8,0,68.93,50:00.0,50:00.0,7331,1,40,183.275,7331,11,16,-1
24,04:56.9,0004,11024,44:13.0,0044,40,11048,62,42,20,36,0,37.73,00:00.0,40:00.0,9463,1,52,181.980769,9463,15,10,6
8,35:33.5,0035,13312,48:17.5,0048,13,13319,30,22,8,32.31,0,10.68,00:00.0,10:00.0,13343,1,78,171.064103,13343,19,3,2
38,23:41.7,0023,21548,25:17.8,0025,2,21587,96,50,46,37.74,0,0,27:00.0,19:00.0,7930,1,39,203.333333,7930,11,16,7
1,04:22.1,0004,7622,12:12.1,0012,8,7623,48,46,2,7.5,0,0,29:00.0,45:00.0,8918,1,83,107.445783,8918,20,7,-1
44,05:29.3,0005,16786,47:21.3,0047,42,16832,93,26,67,65.71,0,0,50:00.0,12:00.0,11825,1,46,257.065217,11825,17,16,4
2,36:16.5,0036,18529,40:25.5,0040,4,18530,73,70,3,15,0,0,40:00.0,50:00.0,5340,1,18,296.666667,5340,6,12,12
14,16:06.3,0016,17282,39:11.3,0039,23,17296,65,52,13,36.52,0,0,39:00.0,20:00.0,4657,0,,,,16,10,8
11,18:29.8,0018,7286,38:29.8,0038,20,7297,70,56,14,33,20,0,42:00.0,00:00.0,6669,1,41,162.658537,6669,9,11,9
2,04:45.1,0004,15277,52:19.2,0052,48,15292,101,-5,106,18.75,0,0,54:00.0,12:00.0,2733,1,15,182.2,2733,14,16,-1
3,15:56.4,0015,17306,23:53.4,0023,8,17310,80,76,4,30,0,0,26:00.0,59:00.0,4287,1,128,132.1875,16920,16,13,13
12,23:15.0,0023,14464,54:57.1,0054,31,14475,86,76,10,21.29,0,3.07,56:00.0,02:00.0,4300,1,18,238.888889,4300,18,15,13
63,04:25.6,0004,13347,50:50.7,0050,46,13410,104,34,70,82.17,0,0,50:00.0,10:00.0,10874,1,63,172.603175,10874,6,16,-1
29,12:24.6,0012,15115,41:49.6,0041,29,15144,101,72,29,60,0,0,40:00.0,30:00.0,4592,1,29,158.344828,4592,19,16,12
25,02:45.3,0002,15599,48:12.4,0048,46,15631,56,21,35,41.74,0,45.45,40:00.0,00:00.0,13666,1,101,162.465347,16409,24,8,2
10,05:40.5,0005,19498,19:32.5,0019,14,19508,63,48,15,42.86,0,11.83,50:00.0,40:00.0,7380,1,41,180,7380,11,10,7
41,06:55.9,0006,8332,09:30.0,0009,3,8373,101,48,53,39.05,3.05,61.7,11:00.0,05:00.0,8990,1,41,219.268293,8990,23,16,7
63,02:56.9,0002,15913,49:23.9,0049,47,15976,97,21,76,80.43,8.72,46.45,50:00.0,50:00.0,12687,1,63,201.380952,12687,6,16,2
14,23:40.7,0023,12880,43:10.7,0043,20,12894,89,78,11,42,0,17.97,46:00.0,35:00.0,2459,1,27,91.074074,2459,18,15,13
1,21:52.3,0021,13696,53:38.3,0053,32,13704,79,65,14,15,0,0,56:00.0,46:00.0,2533,0,,,,14,10,10
28,39:58.3,0039,13704,40:54.4,0040,1,13764,80,23,57,59.02,0,0,43:00.0,06:00.0,12275,1,75,197.44,14808,14,7,-1
38,04:12.6,0004,19547,06:21.7,0006,2,19586,101,58,43,37.74,18.03,0,50:00.0,10:00.0,6103,1,39,156.487179,6103,11,16,9
64,07:24.0,0007,16032,54:38.1,0054,47,16095,97,23,74,80.43,0,0,20:00.0,10:00.0,12262,1,63,194.634921,12262,6,16,3
2,02:43.9,0002,7445,11:55.9,0011,9,7448,45,43,2,20,9.2,0,40:00.0,30:00.0,9992,1,142,70.366197,9992,24,6,-1
62,01:11.3,0001,9049,43:16.3,0043,42,9112,101,16,85,90,3.18,29.87,40:00.0,00:00.0,13588,1,63,215.68254,13588,6,16,1
9,07:25.1,0007,10020,32:24.2,0032,25,10029,81,70,11,21.6,0,0,39:00.0,12:00.0,4548,1,84,54.142857,4548,10,14,11
9,22:34.0,0022,1770,31:35.1,0031,9,1778,53,43,10,53.33,8.2,9.02,10:00.0,10:00.0,10557,1,71,207.788732,14753,8,7,5
7,02:36.4,0002,3173,16:22.4,0016,14,3180,91,85,6,30,13.77,0,21:00.0,20:00.0,7942,1,18,441.222222,7942,22,15,13
4,37:09.7,0037,7579,44:08.7,0044,7,7581,85,83,2,17.14,6.98,0,49:00.0,47:00.0,4679,1,24,194.958333,4679,18,14,13
38,32:59.2,0032,15973,43:23.3,0043,11,16012,97,51,46,32.96,0,0,44:00.0,29:00.0,7565,1,39,193.974359,7565,11,16,8
1,28:26.6,0028,10839,38:37.6,0038,10,10842,74,70,4,18,3.05,0,40:00.0,40:00.0,4968,1,24,207,4968,6,13,-1
23,10:22.6,0010,12545,46:21.7,0046,36,12569,84,63,21,40,0,0,35:00.0,58:00.0,10000,0,,,,10,14,10
39,23:51.6,0023,13245,52:00.7,0052,29,13286,97,61,36,27.64,0,0,03:00.0,17:00.0,12540,1,41,305.853659,12540,11,16,-1
80,50:52.6,0050,3411,57:43.8,0057,7,3490,105,23,82,70.75,29.8,0,20:00.0,20:00.0,13508,1,80,168.85,13508,10,16,2
90,09:16.4,0009,4268,25:08.5,0025,16,4353,99,14,85,67.11,59.92,74.87,20:00.0,00:00.0,14181,1,92,154.141304,14181,6,16,-1
10,04:18.0,0004,2796,25:54.1,0025,21,2807,21,13,8,31.43,0,0,40:00.0,30:00.0,15485,1,77,201.103896,15485,7,2,1
12,02:34.0,0002,7188,37:26.1,0037,35,7201,56,42,14,22.29,34.87,0,40:00.0,40:00.0,10199,1,61,167.196721,10199,24,8,6
9,22:21.6,0022,2595,34:38.7,0034,12,2604,32,23,9,45,0,0,10:00.0,10:00.0,13373,1,65,205.738462,13373,8,4,3
8,19:23.4,0019,5618,31:29.4,0031,12,5626,46,40,6,40,12.1,12.1,30:00.0,30:00.0,10733,1,52,206.403846,10733,22,7,6
39,16:12.9,0016,13843,35:50.0,0035,19,13884,104,66,38,31.14,11.83,0,41:00.0,46:00.0,7268,1,41,177.268293,7268,11,16,11
19,25:14.5,0025,6743,56:52.5,0056,31,6762,71,54,17,36.77,31.63,12.15,50:00.0,50:00.0,7917,1,49,161.571429,7917,19,12,9
2,11:52.2,0011,3089,19:08.2,0019,8,3091,68,65,3,15,7.27,6.07,10:00.0,10:00.0,5378,1,27,199.185185,5378,8,12,10
4,32:49.6,0032,6740,38:59.6,0039,7,6744,33,28,5,40,0,0,42:00.0,49:00.0,12083,1,71,170.183099,12083,9,5,5
24,11:41.8,0011,17471,34:27.9,0034,23,17541,99,28,71,29.37,35.95,0,50:00.0,20:00.0,11254,1,25,450.16,11254,6,9,4
5,19:29.7,0019,13399,27:10.7,0027,8,13404,28,22,6,37.5,0,5.65,00:00.0,00:00.0,13246,1,78,169.820513,13246,19,3,2
11,19:17.4,0019,7109,34:45.4,0034,15,7119,42,30,12,40,0,13.43,40:00.0,00:00.0,11628,1,68,171,11628,8,6,4
4,01:23.3,0001,17957,07:23.3,0007,6,17962,92,86,6,50,0,0,00:00.0,30:00.0,2773,1,5,554.6,2773,6,16,15
2,10:19.1,0010,15670,25:45.1,0025,15,15672,51,49,2,8,0,0,00:00.0,30:00.0,8688,1,50,173.76,8688,17,8,-1
4,28:29.3,0028,17966,34:26.3,0034,6,17969,95,90,5,30,0,5.95,30:00.0,40:00.0,2098,1,3,699.333333,2098,6,16,16
7,40:18.3,0040,19809,53:35.3,0053,13,19816,60,55,5,32.31,0,8.7,00:00.0,50:00.0,7089,1,37,191.594595,7089,13,8,-1
4,32:58.1,0032,8047,36:29.2,0036,4,8050,45,42,3,45,0,3.52,02:00.0,34:00.0,9250,1,42,220.238095,9250,23,6,6
3,35:45.8,0035,6345,46:25.8,0046,11,6349,71,68,3,21.82,0,0,40:00.0,20:00.0,5951,1,36,165.305556,5951,12,12,11
38,11:57.9,0011,14258,22:08.0,0022,11,14298,103,68,35,33.8,70.17,0,29:00.0,24:00.0,5468,1,40,136.7,5468,11,16,11
10,22:11.2,0022,7516,38:53.2,0038,16,7529,57,47,10,48.75,0,1.82,46:00.0,13:00.0,8998,1,51,176.431373,8998,24,9,7
2,25:21.5,0025,6629,33:32.5,0033,8,6632,62,60,2,22.5,0,5.63,00:00.0,40:00.0,7332,1,66,111.090909,7332,12,10,9
14,19:22.0,0019,7772,41:58.1,0041,22,7786,62,47,15,38.18,21.08,21.1,40:00.0,20:00.0,9363,1,59,158.694915,9363,24,10,7
13,29:49.1,0029,7786,53:56.1,0053,24,7800,97,84,13,35,24.12,0,01:00.0,19:00.0,2834,1,14,202.428571,2834,24,16,-1
11,31:43.7,0031,10882,52:59.8,0053,22,10894,81,71,10,34.29,0,0,00:00.0,56:00.0,5535,1,27,205,5535,14,13,12
9,01:08.3,0001,10185,31:20.4,0031,30,10194,81,71,10,18,0,0,37:00.0,09:00.0,4350,1,82,53.04878,4350,10,14,12
38,11:44.7,0011,14620,16:28.8,0016,5,14659,71,35,36,36,0,0,23:00.0,56:00.0,11260,1,66,170.606061,11260,11,12,-1
62,10:15.1,0010,5199,49:27.2,0049,39,5260,100,30,70,93.85,24.9,0,50:00.0,30:00.0,12375,1,64,193.359375,12375,6,16,-1
25,29:43.9,0029,9000,58:47.0,0058,29,9014,58,44,14,28.97,29.05,29.05,02:00.0,50:00.0,22962,1,58,395.896552,22962,13,10,5
5,26:34.5,0026,10516,32:44.5,0032,6,10521,59,53,6,50,4.62,4.63,00:00.0,50:00.0,7461,1,29,257.275862,7461,19,9,8
8,34:15.9,0034,7688,52:12.9,0052,18,7697,59,49,10,30,0,16.43,10:00.0,20:00.0,8389,1,30,279.633333,8389,22,9,7
2,43:52.6,0043,7667,49:58.6,0049,6,7669,40,35,5,20,0,4.05,00:00.0,58:00.0,11391,1,44,258.886364,11391,23,6,6
57,01:14.5,0001,13884,53:49.5,0053,52,13941,97,27,70,65.77,0,52.58,50:00.0,30:00.0,11450,1,57,200.877193,11450,6,16,3
65,56:54.9,0056,11694,56:59.0,0056,0,11761,104,22,82,67,0,52.42,58:00.0,22:00.0,12428,1,67,185.492537,12428,6,16,-1
7,37:29.5,0037,15899,55:09.6,0055,18,15907,41,29,12,26.67,0,0,00:00.0,20:00.0,11821,1,56,211.089286,11821,13,4,3
65,02:57.1,0002,11820,18:30.1,0018,16,11827,35,24,11,26.25,15.55,0,40:00.0,30:00.0,12208,1,66,184.969697,12208,6,16,4
17,26:34.7,0026,4095,49:21.7,0049,23,4110,51,38,13,39.13,22.78,22.78,50:00.0,20:00.0,11733,1,104,155.182692,16139,24,7,4
2,39:35.7,0039,2816,39:37.7,0039,0,2817,102,100,2,0,0,0,43:00.0,15:00.0,918,1,5,183.6,918,9,16,16
8,10:17.4,0010,5382,23:58.4,0023,13,5390,45,39,6,36.92,1.53,13.68,20:00.0,10:00.0,10522,1,51,206.313725,10522,22,6,5
38,13:03.8,0013,13327,42:18.9,0042,29,13365,94,61,33,25.62,0,0,49:00.0,05:00.0,11515,1,40,287.875,11515,11,16,10
11,31:21.7,0031,2313,46:13.7,0046,15,2325,41,30,11,48,0,0,10:00.0,40:00.0,11903,1,63,188.936508,11903,8,6,4
4,10:12.0,0010,13413,15:49.0,0015,5,13417,50,47,3,48,5.62,5.62,10:00.0,40:00.0,9081,1,52,174.634615,9081,11,7,7
8,13:25.7,0013,5688,32:36.8,0032,19,5697,69,61,8,28.42,0,0,00:00.0,10:00.0,5910,1,31,190.645161,5910,22,11,10
11,07:58.4,0007,4763,17:14.4,0017,10,4771,70,66,4,48,0,9.27,50:00.0,10:00.0,5682,0,,,,24,11,10
17,02:27.4,0002,4773,30:30.4,0030,28,4789,63,47,16,34.29,26.35,27.05,30:00.0,30:00.0,10679,1,158,103.550633,16361,24,10,6
10,06:07.7,0006,4679,16:53.7,0016,10,4689,38,28,10,60,0,10.77,20:00.0,30:00.0,13895,1,80,173.6875,13895,10,4,3
4,03:52.2,0003,5262,50:41.3,0050,47,5327,104,23,81,82.98,43.67,46.82,56:00.0,26:00.0,23095,1,67,344.701493,23095,6,3,-1
2,08:49.4,0008,7587,15:41.4,0015,7,7589,39,36,3,17.14,6.87,4.32,40:00.0,50:00.0,10869,1,58,187.396552,10869,24,5,5
55,01:18.7,0001,8664,01:08.8,0001,0,8720,102,55,47,56,3.03,55.67,00:00.0,00:00.0,7844,1,56,140.071429,7844,6,16,8
38,23:34.1,0023,14337,29:34.2,0029,6,14377,98,65,33,36.36,66,0,36:00.0,34:00.0,5330,1,40,133.25,5330,11,16,10
9,20:32.6,0020,9677,46:16.7,0046,26,9687,81,70,11,23.08,0,0,52:00.0,33:00.0,4850,1,82,59.146341,4850,10,14,11
2,31:11.8,0031,8783,40:24.9,0040,9,8785,28,24,4,13.33,1.47,0,46:00.0,05:00.0,11933,1,65,183.584615,11933,6,3,3
30,53:59.0,0053,7339,58:04.0,0058,5,7340,32,31,1,12,4.08,0,04:00.0,53:00.0,2616,0,,,,15,11,4
6,34:16.0,0034,3354,47:32.0,0047,13,3361,63,55,8,32.31,0,0,10:00.0,50:00.0,6965,1,37,188.243243,6965,8,10,8
14,07:05.0,0007,3614,31:46.0,0031,24,3629,85,62,23,37.5,24.68,22.67,10:00.0,30:00.0,6016,1,27,222.814815,6016,8,14,10
3,50:47.3,0050,10774,57:53.3,0057,7,10804,73,40,33,26.87,64.03,0,50:00.0,40:00.0,9663,1,60,161.05,9663,6,6,6
13,40:27.7,0040,4354,58:27.7,0058,18,4368,85,73,12,46.67,7.23,18,59:00.0,10:00.0,4417,1,28,157.75,4417,9,14,12
37,08:46.7,0008,12917,32:56.8,0032,24,12957,97,65,32,28.57,1.55,0,37:00.0,10:00.0,14341,1,40,358.525,14341,11,16,10
24,18:53.5,0018,6593,54:43.6,0054,36,6617,64,40,24,40,9.73,32.78,20:00.0,30:00.0,2917,0,,,,15,10,5
38,14:43.8,0014,12957,21:35.9,0021,7,12997,98,57,41,35.82,31.07,38.23,10:00.0,50:00.0,6644,1,40,166.1,6644,11,16,9
3,20:58.6,0020,6278,27:11.6,0027,7,6281,38,35,3,25.71,6.22,4.18,40:00.0,00:00.0,11433,1,59,193.779661,11433,24,5,5
12,04:25.2,0004,14002,20:55.2,0020,16,14015,64,48,16,48.75,0,16.5,20:00.0,30:00.0,8820,1,16,551.25,8820,11,10,7
4,25:11.9,0025,2686,37:28.9,0037,12,2691,40,33,7,25,0,10.75,20:00.0,30:00.0,11269,1,61,184.737705,11269,8,5,4
5,22:28.9,0022,6281,31:16.9,0031,9,6286,82,76,6,33.33,4.08,7.25,20:00.0,00:00.0,4022,1,10,402.2,4022,19,14,13
36,28:19.3,0028,14015,32:51.3,0032,4,14054,99,65,34,36.56,0,0,00:00.0,00:00.0,1377,1,39,35.307692,1377,11,16,10
7,13:43.8,0013,10559,43:49.8,0043,30,10567,92,84,8,16,0,0,49:00.0,57:00.0,15422,1,8,1927.75,15422,14,16,14
5,07:27.3,0007,3890,17:31.3,0017,10,3896,55,51,4,36,10.07,0,28:00.0,06:00.0,9542,1,59,161.728814,9542,9,8,8
5,04:31.9,0004,10574,20:56.9,0020,16,10580,94,87,7,22.5,13.33,0,50:00.0,56:00.0,4036,1,6,672.666667,4036,14,16,-1
9,07:14.3,0007,10696,25:01.3,0025,18,10705,76,-5,81,30,0,0,25:00.0,09:00.0,4871,1,83,58.686747,4871,10,13,12
38,31:12.1,0031,18272,35:46.1,0035,4,18311,102,51,51,36.56,0,0,39:00.0,28:00.0,7840,1,39,201.025641,7840,11,16,8
4,05:54.5,0005,9454,16:27.5,0016,11,9458,36,30,6,21.82,0,0,05:00.0,19:00.0,6423,0,,,,15,5,4
9,17:39.8,0017,10984,30:59.8,0031,14,10994,21,13,8,46.15,0,0,00:00.0,50:00.0,15761,1,112,165.5625,18543,10,2,1
29,01:14.5,0001,8143,52:00.5,0052,51,8175,43,18,25,37.65,0,49.75,52:00.0,06:00.0,11789,1,104,113.355769,11789,24,6,2
39,08:46.5,0008,8175,50:37.6,0050,42,8215,93,54,39,57.14,0,40.33,50:00.0,00:00.0,8539,1,40,213.475,8539,24,16,8
3,26:58.3,0026,11869,38:25.3,0038,12,11873,40,35,5,20,0,0,10:00.0,10:00.0,10802,1,59,183.084746,10802,10,5,5
6,34:41.1,0034,7871,48:30.1,0048,14,7877,46,37,9,25.71,13.82,12.3,20:00.0,20:00.0,10225,1,30,340.833333,10225,15,7,5
15,31:27.2,0031,7006,58:04.3,0058,27,7021,66,52,14,33.33,7.68,25.07,50:00.0,30:00.0,8506,1,47,180.978723,8506,12,11,8
4,01:52.7,0001,7946,10:44.7,0010,9,7948,19,17,2,13.33,0,0,00:00.0,30:00.0,14766,0,,,,15,2,1
82,37:18.1,0037,12319,48:35.2,0048,11,12402,102,14,88,70.14,0,68.7,50:00.0,10:00.0,13997,1,83,168.638554,13997,10,16,-1
6,02:25.4,0002,1537,09:26.5,0009,7,1541,76,71,5,34.29,1,7.02,10:00.0,20:00.0,5462,1,23,237.478261,5462,8,12,11
79,49:03.5,0049,4530,51:09.6,0051,2,4609,107,26,81,76.45,62.1,0,20:00.0,20:00.0,13215,1,80,165.1875,13215,10,16,-1
2,02:44.6,0002,12752,09:53.6,0009,7,12755,44,41,3,25.71,0,4.6,50:00.0,40:00.0,10212,1,65,157.107692,10212,13,6,-1
38,14:57.0,0014,13417,40:27.1,0040,26,13458,102,58,44,28.6,0,0,46:00.0,35:00.0,8407,1,41,205.04878,8407,11,16,-1
3,26:44.0,0026,10073,43:37.0,0043,17,10076,73,68,5,10.59,16.88,4.62,52:00.0,16:00.0,5794,1,21,275.904762,5794,18,14,11
8,08:37.6,0008,5447,40:34.7,0040,32,5456,28,17,11,16.88,31.95,0,30:00.0,50:00.0,14405,1,66,218.257576,14405,22,3,1
47,01:23.1,0001,13458,49:23.2,0049,48,13507,104,46,58,27.22,101.9,16.42,10:00.0,30:00.0,8858,1,49,180.77551,8858,11,16,-1
9,29:37.4,0029,13714,49:30.5,0049,20,13723,52,44,8,27,0,16.83,50:00.0,20:00.0,9248,1,52,177.846154,9248,13,8,6
5,35:56.1,0035,5138,47:19.1,0047,12,5144,22,17,5,30,11.38,10.37,30:00.0,40:00.0,14329,1,67,213.865672,14329,22,2,1
13,29:49.0,0029,12703,46:42.0,0046,17,12717,64,48,16,49.41,10.25,14.85,10:00.0,20:00.0,8004,1,51,156.941176,8004,11,10,7
17,25:05.7,0025,10430,44:34.8,0044,19,10447,31,14,17,53.68,0,18.1,50:00.0,00:00.0,13818,1,81,170.592593,13818,10,4,1
